Year,"Destination","Location","Female 0-4","Female 5-11","Female 5-17","Female 12-17","Female 18-59","Female 60+","F: Unknown","F_Total","Male 0-4","Male 5-11","Male 5-17","Male 12-17","Male 18-59","Male 60+","M: Unknown","M_Total","Overall total"
2014,"South Sudan","Malakal : County",8,12,,*,18,*,,42,*,13,,*,50,*,,70,112
2014,"South Sudan","Maridi : County",22,61,,18,70,*,,171,33,52,,29,109,*,,224,395
2014,"South Sudan","Morobo : County",24,31,,22,50,*,,131,22,36,,16,25,*,,102,233
2014,"South Sudan","Naandi : Point",19,42,,16,57,8,,142,23,40,,19,53,7,,142,284
2014,"South Sudan","Northern Bahr El Ghazal : Wilayat - State",,,,,,,,*,,,,,,,,*,13097
2014,"South Sudan","Pochalla : County",191,347,,230,563,28,,1359,204,408,,181,175,12,,980,2339
2014,"South Sudan",Renk,*,21,,6,34,*,,66,11,23,,*,62,*,,100,166
2014,"South Sudan","Source Yubu : Point",94,139,,58,290,15,,596,102,146,,57,152,14,,471,1067
2014,"South Sudan","Tambura : County",78,142,,38,216,6,,480,97,123,,42,125,*,,389,869
2014,"South Sudan","Unity : Wilayat - State",,,,,,,,*,,,,,,,,*,483311
2014,"South Sudan","Upper Nile : Wilayat - State",,,,,,,,*,,,,,,,,*,327791
2014,"South Sudan","Warab : Wilayat - State",,,,,,,,*,,,,,,,,*,30529
2014,"South Sudan","Western Bahr El Ghazal : Wilayat - State",,,,,,,,*,,,,,,,,*,32809
2014,"South Sudan","Western Equatoria : Wilayat - State",,,,,,,,*,,,,,,,,*,9805
2014,"South Sudan","Yei : County",119,213,,124,303,*,,763,124,189,,161,858,*,,1335,2098
2014,"South Sudan","Yida : Point",8326,9878,,5762,13996,687,,38649,8636,9653,,5062,7337,495,,31183,69832
2014,"South Sudan","Yusuf Batil",4232,5030,,2509,7868,753,,20392,4462,5033,,2725,6688,940,,19848,40240
2014,Suriname,Suriname,,,,,,,,*,,,,,*,,,*,*
2014,Slovakia,"Slovakia : Dispersed in country / territory",,,,,,,106,106,,,,,,,245,245,2673
2014,Slovenia,"Ljubljana : Obcine - Municipality",,,,,22,,,22,,,,5,42,,,47,69
2014,Slovenia,"Slovenia : Dispersed in the country / territory",*,10,,8,51,,,71,*,17,,26,143,,,190,261
2014,Sweden,"Sweden : Dispersed in the country / territory",,,,,,,33627,33627,,,,,,,43702,43702,226158
2014,Swaziland,"Malindza : Point",33,43,,25,94,*,,196,30,45,,46,133,*,,256,452
2014,Swaziland,"Swaziland : Dispersed in the country / territory",11,15,,13,92,*,,132,6,19,,13,166,*,,208,340
2014,"Sint Maarten (Dutch part)","Sint Maarten (Dutch part) : Dispersed in the country / territory",,,,,*,,,*,,,,*,*,,,5,8
2014,"Syrian Arab Rep.","Al Qunaytirah : Mohafazah - Governorate",*,*,,*,*,*,,*,*,*,,*,*,*,,5,57008
2014,"Syrian Arab Rep.","Aleppo : Mohafazah - Governorate",55,114,,180,234,20,,603,66,138,,181,204,33,,622,1756725
2014,"Syrian Arab Rep.","As-Suweida : Mohafazah - Governorate",*,5,,13,*,*,,21,*,7,,8,*,*,,17,73038
2014,"Syrian Arab Rep.","Damascus : Mohafazah - Governorate",775,2442,,4351,1966,181,,9715,750,2485,,4113,1926,236,,9510,456225
2014,"Syrian Arab Rep.","Dara : Mohafazah - Governorate",19,59,,64,60,5,,207,17,66,,54,51,5,,193,391400
2014,"Syrian Arab Rep.","Dayr Az-Zor : Mohafazah - Governorate",29,96,,117,58,*,,303,38,99,,82,48,*,,270,464573
2014,"Syrian Arab Rep.","Hama : Mohafazah - Governorate",6,9,,16,29,*,,63,5,16,,20,15,*,,59,453122
2014,"Syrian Arab Rep.","Hassakeh : Mohafazah - Governorate",315,834,,1122,353,31,1576,4231,280,834,,559,227,26,1694,3620,256851
2014,"Syrian Arab Rep.","Homs : Mohafazah - Governorate",28,80,,112,138,8,,366,32,90,,105,143,22,,392,493758
2014,"Syrian Arab Rep.","Idleb : Mohafazah - Governorate",*,10,,24,22,*,,58,8,17,,20,21,*,,67,918125
2014,"Syrian Arab Rep.","Lattakia : Mohafazah - Governorate",13,45,,81,44,5,,188,20,59,,99,37,*,,217,584405
2014,"Syrian Arab Rep.","Raqqa : Mohafazah - Governorate",8,17,,19,13,*,,58,8,16,,15,10,*,,49,168107
2014,"Syrian Arab Rep.","Rural Damascus : Mohafazah - Governorate",,,,,,,,*,,,,,,,,*,1388000
2014,"Syrian Arab Rep.","Syrian Arab Republic : Dispersed in the country / territory",38,83,,153,54,5,,333,30,112,,111,53,7,,313,123866
2014,"Syrian Arab Rep.","Tartous : Mohafazah - Governorate",18,59,,114,42,*,,237,16,55,,101,38,5,,215,202452
2014,"Turks and Caicos Islands","Turks and Caicos Islands : Dispersed in the country / territory",,,,,*,,,*,,,,,6,,,6,8
2014,Chad,"Abgadam : Point",2298,3808,,1412,4880,420,,12818,2286,3441,,1023,1765,238,,8753,21571
2014,Chad,"Am Nabak : Point",2458,2966,,2606,6274,581,,14885,2513,2881,,2163,2703,408,,10668,25553
2014,Chad,"Amboko : Point",689,1435,,1489,2625,141,,6379,673,1351,,1417,1871,128,,5440,11819
2014,Chad,"Bekourou : Point",207,263,,108,387,14,,979,222,292,,104,268,15,,901,1880
2014,Chad,"Belome : Point",2260,3290,,2118,6042,490,,14200,2327,3150,,2202,4321,321,,12321,26521
2014,Chad,"Bredjing : Point",3630,4380,,3212,9581,1127,,21930,3664,4476,,3310,6957,809,,19216,41146
2014,Chad,"Danamadja : Point",,,,,,,,*,,,,,,,,*,7913
2014,Chad,"Dembo : Point",295,314,,90,467,26,,1192,319,298,,89,324,15,,1045,2237
2014,Chad,"Djabal : Point",1958,2323,,1643,4805,483,,11212,2015,2337,,1742,3150,353,,9597,20809
2014,Chad,"Doholo : Point",198,204,,113,321,23,,859,189,231,,77,275,16,,788,1647
2014,Chad,"Dosseye : Point",1833,3240,,1823,4368,268,,11532,1874,3098,,1819,2955,244,,9990,21522
2014,Chad,"Farchana : Point",2419,3020,,2393,6443,711,,14986,2510,2980,,2463,4133,476,,12562,27548
2014,Chad,"Gaga : Point",2164,3255,,2037,5392,334,,13182,2150,3165,,2147,3629,318,,11409,24591
2014,Chad,"Gahoui: point",,,,,,,,*,,,,,,,,*,4746
2014,Chad,"Gondje : Point",721,1639,,1365,2668,125,,6518,738,1539,,1412,1860,71,,5620,12138
2014,Chad,"Goz Amer : Point",3131,3828,,2212,6960,786,,16917,3048,3886,,2402,4566,658,,14560,31477
2014,Chad,"Iridimi : Point",1876,2545,,2761,5353,496,,13031,1908,2432,,2463,2755,319,,9877,22908
2014,Chad,Kerfi,149,130,,60,220,23,,582,129,156,,63,242,21,,611,1193
2014,Chad,"Kobitteye: Point",,,,,,,,*,,,,,,,,*,4525
2014,Chad,"Kounoungou : Point",1717,2665,,2412,5349,440,,12583,1624,2552,,2248,2634,319,,9377,21960
2014,Chad,"Maingama : Point",,,,,,,,*,,,,,,,,*,32816
2014,Chad,"Mile : Point",2120,2781,,1988,5069,452,,12410,2178,2646,,1776,2418,295,,9313,21723
2014,Chad,"Moissala : Point",125,151,,42,210,*,,532,127,158,,57,144,*,,489,1021
2014,Chad,"Moyo : Point",1173,1656,,661,2321,211,,6022,1144,1516,,683,1343,144,,4830,10852
2014,Chad,"N'Djamena : Region",325,380,,316,947,33,,2001,322,396,,319,1442,70,49,2598,4599
2014,Chad,"Ngouboua : Point",308,395,,142,571,20,,1436,300,343,,111,357,35,,1146,2932
2014,Chad,"Oure Cassoni : Point",2422,4227,,4624,9665,774,,21712,2378,4233,,3847,3944,352,,14754,36466
2014,Chad,"Refugees located along the border : point",,,,,,,,*,,,,,,,,*,9149
2014,Chad,"Tissi : Sub-prefecture",,,,,,,,*,,,,,,,,*,53
2014,Chad,"Touloum : Point",2388,3117,,3672,7144,652,,16973,2415,3062,,3268,3564,401,,12710,29683
2014,Chad,"Treguine : Point",2154,2357,,1587,4870,563,,11531,2118,2420,,1709,3585,438,,10270,21801
2014,Togo,Avepozo,113,112,,53,419,6,,703,99,117,,62,542,6,,826,1529
2014,Togo,"Dankpen : Prefecture",169,252,,120,397,63,,1001,178,273,,139,276,39,,905,1906
2014,Togo,"Lome : Commune",132,148,,140,684,20,,1124,142,168,,117,947,32,,1406,2530
2014,Togo,"Site Tandjouare: Prefecture",70,83,,27,159,20,,359,67,89,,32,38,5,,231,590
2014,Togo,"Sotouboua : Prefecture",679,899,,265,1374,146,,3363,667,1001,,448,937,141,,3194,6557
2014,Togo,"Tandjoare : Prefecture",1255,1433,,626,2209,306,,5829,1205,1517,,485,295,48,,3550,9379
2014,Thailand,"Ban Don Yang : Point",235,405,,318,1077,102,,2137,253,418,,320,979,109,,2079,4216
2014,Thailand,"Ban Mae Surin : Point",150,185,,152,607,77,,1171,130,200,,183,596,65,,1174,2345
2014,Thailand,"Bangkok : Metropolitan administration",469,569,,387,2239,113,,3777,474,643,,406,3184,114,,4821,8598
2014,Thailand,"Mae La : Point",2345,3982,,3563,12417,1369,,23676,2496,4191,,3782,11678,1199,,23346,47022
2014,Thailand,"Mae La Oon : Point",824,1073,,900,2988,330,,6115,871,1087,,959,3002,334,,6253,12368
2014,Thailand,"Mae Ra Ma Luang : Point",907,1257,,1137,3427,357,,7085,885,1358,,1108,3113,387,,6851,13936
2014,Thailand,"Mai Nai Soi : Point",639,1099,,848,3120,374,,6080,640,1185,,804,3446,367,,6442,12522
2014,Thailand,"Nu Po : Point",716,1210,,997,3537,337,,6797,756,1193,,929,3388,314,,6580,13377
2014,Thailand,"Thailand : Dispersed in the country / territory",12,26,,31,103,*,,174,6,18,,58,385,*,,470,506841
2014,Thailand,"Tham Hin : Point",465,715,,518,1933,208,,3839,478,709,,486,1715,188,,3576,7415
2014,Thailand,"Umpium : Point",806,1262,,1111,4380,425,,7984,874,1355,,1117,4425,366,,8137,16121
2014,Tajikistan,"Dushanbe : Capital city",9,50,,53,81,*,,195,9,32,,52,83,*,,178,409
2014,Tajikistan,"Dushanbe, capital city",,*,,,*,,,*,*,,,*,,,,*,767
2014,Tajikistan,"Khatlon : Province",,,,,,,,*,,,,,,,,*,56
2014,Tajikistan,"Khujand : City of provincial subordination",,,,,,,,*,,,,,,,,*,263
2014,Tajikistan,"Tajikistan : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,2095
2014,Turkmenistan,"Ahal : Region",,,,,,,90,90,,,,,,,89,89,179
2014,Turkmenistan,"Ashgabat : Capital city",,,,,*,*,65,70,,,,,7,,64,71,141
2014,Turkmenistan,"Balkan : Region",,,,,,,172,172,,,,,,,171,171,343
2014,Turkmenistan,"Dashoguz : Region",,,,,,,1569,1569,,,,,,,1576,1576,3145
2014,Turkmenistan,"Lebap : Region",,,,,,,1525,1525,,,,,,,1515,1515,3040
2014,Turkmenistan,"Mary : Region",,,,,,,338,338,,,,,*,,337,338,676
2014,Turkmenistan,"Turkmenabat : District",,,,*,8,,,9,,,,,8,,,8,17
2014,Turkmenistan,"Turkmenbashi : District",,,,,*,*,,*,,,,,*,,,*,5
2014,Timor-Leste,"Dili : District",,,,,*,,,*,*,,,,*,,,5,6
2014,"Trinidad and Tobago","Port of Spain : Municipality",,*,,*,32,*,,41,6,*,,5,115,,,129,170
2014,Tunisia,"Bizerte : Wilayah - Governorate",,,,,*,,,*,,,,,,,,*,*
2014,Tunisia,Kairouan,*,*,,*,*,,,*,,*,,,,,,*,5
2014,Tunisia,Kasserine,*,*,,*,8,*,,15,*,5,,*,10,,,19,34
2014,Tunisia,"Medenine : Wilayah - Governorate",7,12,,14,44,*,,78,17,18,,26,214,5,,280,358
2014,Tunisia,"Monastir : Mutamadiyah - Delegation",,,,,,,,*,,,,,*,,,*,*
2014,Tunisia,Nabeul,,,,*,,*,,*,,*,,*,*,,,*,6
2014,Tunisia,"Sfax : Wilayah - Governorate",,*,,*,11,,,17,*,*,,*,5,,,10,27
2014,Tunisia,"Sousse : Wilayah - Governorate",7,12,,*,29,*,,53,8,15,,7,39,*,,71,124
2014,Tunisia,"Tunis : Wilayah - Governorate",29,29,,15,159,7,,239,20,47,,20,247,6,,340,579
2014,Turkey,Adana,57,123,,101,482,24,,787,69,143,,125,673,22,,1032,1910
2014,Turkey,"Adana : Province",1315,1114,,772,2324,165,,5690,1597,1232,,730,2389,166,,6114,86384
2014,Turkey,Adapazari,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Turkey,Adiyaman,*,*,,*,14,*,,16,8,*,,*,14,*,,30,46
2014,Turkey,"Adiyaman : Province",1059,1032,,632,2105,133,,4961,1143,1096,,722,2056,101,,5118,16318
2014,Turkey,"Afyonkarahisar : Province",135,193,,155,650,61,,1194,151,205,,177,769,59,,1361,2555
2014,Turkey,Agri,20,28,,36,113,*,,201,15,48,,113,255,6,,437,709
2014,Turkey,Aksaray,130,213,,146,564,40,,1093,147,217,,177,752,34,,1327,2471
2014,Turkey,Amasya,180,283,,189,806,53,,1511,194,268,,261,1224,53,,2000,3511
2014,Turkey,Ankara,49,81,,61,356,25,,572,41,87,,92,513,26,,759,1382
2014,Turkey,Antalya,*,*,,*,8,*,,10,*,*,,*,9,*,,18,28
2014,Turkey,Ardahan,*,*,,7,12,*,,25,*,*,,5,21,*,,31,141
2014,Turkey,Artvin,*,*,,*,*,*,,*,*,*,,*,13,*,,15,19
2014,Turkey,Aydin,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Turkey,Balikesir,204,286,,167,1077,34,,1768,227,334,,258,2223,48,,3090,4909
2014,Turkey,Batman,80,123,,81,286,10,,580,64,137,,109,347,7,,664,1445
2014,Turkey,Bayburt,13,20,,13,51,*,,98,7,19,,19,88,*,,134,325
2014,Turkey,Bilecik,104,136,,88,470,36,,834,98,156,,100,1033,26,,1413,2293
2014,Turkey,Bolu,253,299,,193,1024,54,,1823,320,311,,258,1803,50,,2742,4696
2014,Turkey,Burdur,33,69,,67,393,9,,571,42,71,,136,606,12,,867,1438
2014,Turkey,Bursa,5,*,,14,31,*,,56,9,11,,9,29,*,,59,115
2014,Turkey,Canakkale,99,125,,96,819,15,,1154,126,161,,128,2265,15,,2695,3906
2014,Turkey,Cankiri,245,330,,191,1026,70,,1862,283,397,,278,1868,76,,2902,4788
2014,Turkey,Corum,164,201,,110,550,35,,1060,169,225,,152,762,31,,1339,2418
2014,Turkey,Denizli,178,269,,215,1430,31,,2123,210,300,,253,2747,39,,3549,5773
2014,Turkey,Diyarbakir,117,193,,179,415,39,,943,176,213,,207,379,23,,998,1941
2014,Turkey,Duzce,173,178,,107,670,37,,1165,165,206,,161,1134,39,,1705,2921
2014,Turkey,Edirne,*,*,,*,14,*,,23,8,5,,*,35,*,,51,74
2014,Turkey,Elazig,13,13,,11,71,*,,110,7,24,,19,116,*,,166,335
2014,Turkey,Erzincan,58,80,,68,203,*,,413,42,89,,67,422,*,,624,1238
2014,Turkey,Erzurum,22,64,,56,202,5,,349,22,66,,51,266,12,,417,865
2014,Turkey,Eskisehir,205,282,,183,1130,50,,1850,258,338,,232,1640,53,,2521,4371
2014,Turkey,Gaziantep,111,177,,121,499,30,,938,124,181,,125,682,29,,1141,2156
2014,Turkey,"Gaziantep : Province",3617,3496,,2295,7184,881,,17473,4076,3490,,2644,6907,1242,,18359,243394
2014,Turkey,Giresun,41,38,,31,143,*,,255,39,47,,61,216,*,,366,700
2014,Turkey,Gumushane,9,12,,8,51,*,,80,5,15,,20,144,*,,186,365
2014,Turkey,Hakkari,*,*,,*,*,*,,*,*,*,,*,*,*,,*,315
2014,Turkey,Hatay,35,55,,42,147,7,,286,46,52,,50,169,6,,323,609
2014,Turkey,"Hatay : Province",894,895,,1824,3679,199,,7491,904,902,,1989,3511,180,,7486,210591
2014,Turkey,Igdir,*,*,,*,*,*,,*,*,*,,*,*,*,,*,7
2014,Turkey,Iskenderun,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Turkey,Isparta,130,209,,142,800,30,,1311,171,224,,158,1191,36,,1780,3091
2014,Turkey,Istanbul,637,866,,685,3393,179,,5760,709,1018,,905,5126,195,,7953,13784
2014,Turkey,Izmir,21,42,,28,148,*,,243,21,45,,38,260,6,,370,613
2014,Turkey,Izmit,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Turkey,Kahramanmaras,20,46,,27,124,*,,220,20,42,,32,132,*,,229,520
2014,Turkey,"Kahramanmaras : Province",1298,1593,,1174,3988,303,,8356,1406,1770,,1571,4076,242,,9065,60934
2014,Turkey,Karabuk,107,146,,72,405,22,,752,107,140,,120,783,21,,1171,1980
2014,Turkey,Karaman,64,91,,56,288,9,,508,69,107,,95,497,14,,782,1364
2014,Turkey,Kars,25,46,,34,115,*,,224,14,59,,31,168,*,,273,571
2014,Turkey,Kastamonu,101,136,,79,450,26,,792,104,155,,125,895,22,,1301,2134
2014,Turkey,Kayseri,157,221,,164,1011,54,,1607,152,278,,184,1450,44,,2108,3733
2014,Turkey,Kilis,5,11,,*,18,*,,38,5,11,,5,21,*,,44,82
2014,Turkey,"Kilis : Province",3780,4126,,2553,7653,665,,18777,3842,4274,,2574,7479,459,,18628,99776
2014,Turkey,Kirikkale,152,220,,132,606,28,,1138,142,170,,155,986,31,,1484,2716
2014,Turkey,Kirklareli,*,*,,5,17,*,,28,*,7,,*,21,*,,36,64
2014,Turkey,Kirsehir,115,186,,139,612,72,,1124,159,217,,154,791,56,,1377,2572
2014,Turkey,Kocaeli,*,*,,*,*,*,,*,*,*,,*,5,*,,6,7
2014,Turkey,Konya,176,236,,175,821,29,,1437,216,272,,239,1284,32,,2043,3560
2014,Turkey,Kutahya,123,132,,94,483,13,,845,129,162,,123,737,25,,1176,2062
2014,Turkey,Malatya,49,89,,63,262,6,,469,62,103,,86,410,13,,674,1226
2014,Turkey,"Malatya : Province",810,908,,591,1729,164,,4202,861,951,,492,1117,113,,3534,11682
2014,Turkey,Manisa,71,125,,92,429,20,,737,102,142,,125,1015,18,,1402,2230
2014,Turkey,Mardin,129,187,,146,406,40,,908,128,187,,167,425,24,,931,1839
2014,Turkey,"Mardin : Province",504,476,,358,798,103,,2239,471,518,,294,698,37,,2018,43550
2014,Turkey,Mersin,86,164,,114,532,33,,929,95,169,,136,626,44,,1070,2102
2014,Turkey,Mugla,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Turkey,"Mus : Province",*,*,,*,*,*,,6,*,*,,*,*,*,,*,10
2014,Turkey,Nevsehir,118,135,,99,633,16,,1001,127,151,,135,1080,20,,1513,2565
2014,Turkey,Nigde,235,306,,262,1181,84,,2068,268,357,,276,1797,63,,2761,4829
2014,Turkey,Ordu,16,17,,19,71,*,,125,9,27,,20,100,*,,159,284
2014,Turkey,Osmaniye,*,*,,*,*,*,,6,*,*,,*,*,*,,*,8
2014,Turkey,"Osmaniye : Province",556,771,,488,2405,342,,4562,535,794,,514,2347,353,,4543,27901
2014,Turkey,Sakarya,98,146,,115,495,36,,890,102,157,,127,746,37,,1169,2059
2014,Turkey,Samsun,404,461,,279,1395,74,,2613,424,495,,399,2677,69,,4064,6838
2014,Turkey,Sanliurfa,6,23,,11,35,*,,77,11,16,,10,44,*,,83,160
2014,Turkey,"Sanliurfa : Province",8097,8110,,5009,16897,1017,,39130,8997,8750,,4832,17741,1003,,41323,278504
2014,Turkey,Siirt,31,47,,38,130,7,,253,37,48,,50,143,5,,283,639
2014,Turkey,Sinop,80,98,,56,326,14,,574,78,116,,84,620,5,,903,1477
2014,Turkey,Sirnak,64,82,,70,209,14,,439,52,70,,76,187,19,,404,934
2014,Turkey,Sivas,110,180,,141,538,9,,978,109,185,,186,940,19,,1439,2668
2014,Turkey,Tekirdag,*,*,,*,11,*,,18,*,5,,*,18,*,,29,47
2014,Turkey,Tokat,98,141,,108,483,34,,864,94,156,,132,628,31,,1041,1986
2014,Turkey,Trabzon,61,89,,59,244,6,,459,71,85,,69,487,*,,715,1266
2014,Turkey,"Turkey : Dispersed in the country / territory",28,29,,125,68,5,,255,19,35,,1356,157,*,,1570,474350
2014,Turkey,Urfa,13,6,,19,38,*,,76,10,26,,16,42,*,,95,171
2014,Turkey,Usak,60,95,,48,271,8,,482,66,104,,69,401,11,,651,1232
2014,Turkey,Van,51,57,,33,240,*,,385,43,64,,104,454,7,,672,1156
2014,Turkey,Yalova,147,192,,133,877,65,,1414,151,198,,157,1371,56,,1933,3347
2014,Turkey,Yozgat,74,109,,79,351,31,,644,73,90,,117,357,31,,668,1333
2014,Turkey,"Yozgat Camp",*,6,,5,12,*,,25,*,6,,6,*,*,,18,43
2014,Turkey,Zonguldak,72,94,,52,304,9,,531,74,103,,73,571,14,,835,1366
2014,"United Rep. of Tanzania","Chogo : Point",6,7,,13,47,*,,73,5,8,,11,52,*,,77,150
2014,"United Rep. of Tanzania","Dar es Salaam : Region",*,6,,*,5,*,,17,*,*,,*,19,*,,26,43
2014,"United Rep. of Tanzania","Katumba : Point",3622,7867,,6290,14935,1351,,34065,3725,7748,,5617,13858,1403,,32351,66416
2014,"United Rep. of Tanzania","Kigoma : Region",1742,2103,,2009,4554,367,,10775,1730,2279,,1993,5028,422,,11452,22227
2014,"United Rep. of Tanzania","Mishamo : Point",3562,6667,,5109,11820,1090,,28248,3505,6721,,4349,11390,1167,,27132,55380
2014,"United Rep. of Tanzania","Nyarugusu : Point",4328,5935,,4766,12690,970,,28689,4572,6968,,5694,12012,916,,30162,58851
2014,"United Rep. of Tanzania","Ulyankulu : Point",3040,6743,,4120,10449,881,,25233,2884,6433,,4407,9661,672,,24057,49290
2014,Uganda,"Adjumani : District",7799,13588,,8304,20369,2098,,52158,8237,14136,,8967,12796,886,,45022,97180
2014,Uganda,"Kampala : City",3297,6482,,6520,16894,450,,33643,3580,6569,,7040,20799,388,,38376,72019
2014,Uganda,"Kiryandongo : District",2990,4425,,3211,6785,501,,17912,3157,4529,,3601,5199,239,,16725,34637
2014,Uganda,Koboko,433,806,,362,868,74,,2543,434,857,,388,478,40,,2197,4740
2014,Uganda,"Kyaka II",2689,2962,,2358,3356,181,,11546,2651,2994,,2286,3124,167,,11222,22768
2014,Uganda,"Kyangwali : Point",4169,4956,,3080,7693,535,,20433,4106,5081,,3112,7262,486,,20047,40480
2014,Uganda,"Nakivale : Point",6574,8714,,5799,14366,667,,36120,6514,8886,,5823,14297,650,,36170,72290
2014,Uganda,"Oruchinga : Point",564,675,,362,1055,69,,2725,549,640,,346,913,63,,2511,5236
2014,Uganda,"Rhino Camp : Point",1630,2698,,1872,3170,233,,9603,1763,2844,,2344,2188,80,,9219,18822
2014,Uganda,"Rwamanja : Point",6417,6223,,3344,9673,393,,26050,6271,6230,,3535,10367,363,,26766,52816
2014,Uganda,"Uganda : Dispersed in the country / territory",*,*,,*,*,*,,*,*,*,,*,*,*,,*,180001
2014,Ukraine,"Ukraine : Dispersed in the country / territory",,,,,,,537498,537498,,,,,,,294627,294627,867462
2014,Uruguay,"Montevideo : Department",*,14,,19,72,9,,118,*,15,,17,160,14,,210,328
2014,Uzbekistan,"Tashkent : City",*,5,,*,36,6,,50,*,*,,6,48,7,,67,117
2014,Uzbekistan,"Termez : District",,,,,*,,,*,,,,,7,,,7,8
2014,"Venezuela (Bolivarian Republic of)","Apure : Point",*,*,,*,13,*,4800,4821,*,*,,6,21,*,8072,8106,12927
2014,"Venezuela (Bolivarian Republic of)","Caracas : Point",8,5,,6,66,*,,87,6,6,,12,128,*,,154,241
2014,"Venezuela (Bolivarian Republic of)","Tachira : Point",*,*,,*,13,*,,20,*,*,,*,22,*,*,30,35173
2014,"Venezuela (Bolivarian Republic of)","Venezuela : Dispersed in the country / territory",99,272,,395,1549,42,33527,35884,149,336,,480,1629,101,36321,39016,74900
2014,"Venezuela (Bolivarian Republic of)","Zulia : Point",*,*,,5,25,*,22914,22948,*,*,,*,38,*,24825,24872,47820
2014,"Viet Nam","Viet Nam : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,11000
2014,Vanuatu,"Port Vila : Point",,,,,*,,,*,,,,,,,,*,*
2014,Yemen,"Abyan : Governorate",2558,5726,,4609,21925,2587,,37405,2933,6078,,5086,19713,2286,,36096,73501
2014,Yemen,"Aden : Point",787,1621,,1622,11214,365,,15609,873,1613,,2356,29316,325,,34483,50092
2014,Yemen,"Al Jawf : Muhafazah - Governorate",838,3593,,2264,5503,302,,12500,889,3879,,2613,4477,342,,12200,24700
2014,Yemen,"Al Kharaz : Point",1037,1754,,1300,4121,124,,8336,1234,1845,,1350,3574,161,,8164,16500
2014,Yemen,"Al-Baida : Point",8,34,,33,86,7,,168,14,23,,23,92,*,,154,322
2014,Yemen,"Al-Bayda : Muhafazah - Governorate",222,785,,542,1047,66,,2662,229,811,,560,1082,69,,2751,5413
2014,Yemen,"Amran : Muhafazah - Governorate",2565,10880,,6890,16285,919,,37539,2514,10832,,7308,12402,953,,34009,71548
2014,Yemen,"Dhamar : Muhafazah - Governorate",125,443,,306,591,37,,1502,128,454,,314,607,38,,1541,3043
2014,Yemen,"Dhamar : Point",18,19,,18,78,*,,135,17,16,,16,47,*,,100,235
2014,Yemen,"Hajjah : Muhafazah - Governorate",2746,13185,,8201,18182,1017,,43331,2737,13888,,10087,17273,1287,,45272,88603
2014,Yemen,"Hodeidah : Point",20,40,,41,109,24,,234,19,55,,55,104,19,,252,486
2014,Yemen,"Mahra : Point",54,176,,83,468,26,,807,55,160,,86,1084,37,,1422,2229
2014,Yemen,"Mukalla : Point",226,737,,345,1953,107,,3368,229,667,,362,4526,154,,5938,9306
2014,Yemen,"Rada' : District",29,18,,17,56,5,,125,25,33,,32,62,5,,157,282
2014,Yemen,"S,adah : Muhafazah - Governorate",4344,14839,,9536,22398,1231,,52348,4064,16128,,12143,20776,1543,,54654,107002
2014,Yemen,"Sana'a : Point",4356,9254,,5770,22929,1340,,43649,4670,10368,,6375,26233,1446,,49092,92741
2014,Yemen,"Shabwa : Point",15,28,,29,151,6,,229,12,22,,22,171,*,,229,458
2014,Yemen,"Taiz : Point",65,153,,148,622,42,,1030,81,141,,124,343,30,,719,1749
2014,Yemen,"Yemen : Dispersed in the country / territory",3085,8101,,6189,36422,1600,,55397,3550,8146,,6710,62789,1415,,82610,138007
2014,"South Africa","South Africa : Dispersed in the country / territory",,,,,,,172152,172152,,,,,,,403963,403963,576124
2014,Zambia,"Lusaka : District",314,821,,586,2152,167,,4040,331,799,,694,3550,193,,5567,9607
2014,Zambia,"Mayukwayukwa : Point",831,1209,,799,2337,139,,5315,821,1215,,773,2561,285,,5655,10970
2014,Zambia,"Meheba : Point",1055,2154,,1335,3452,260,,8256,1143,2129,,1303,4007,397,,8979,17235
2014,Zambia,"Zambia : Dispersed in the country / territory",637,1444,,979,2712,400,,6172,602,1314,,1018,2786,512,,6232,12404
2014,Zimbabwe,"Harare : City",62,102,,72,273,5,,514,61,97,,79,394,9,,640,1198
2014,Zimbabwe,"Tongogara : Point",576,722,,483,1300,38,44,3163,617,818,,714,2016,26,21,4212,7972
